Hospital,Date,Bed Type,Status,Count
All SF Acute Hospitals,11/8/2020,Acute Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,11/8/2020,Acute Care,Other Patients,1154
All SF Acute Hospitals,11/8/2020,Acute Care Surge,Occupied Surge,19
All SF Acute Hospitals,11/8/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/8/2020,Acute Care,Available,435
All SF Acute Hospitals,11/9/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/9/2020,Acute Care,Available,379
All SF Acute Hospitals,11/9/2020,Acute Care Surge,Available,235
All SF Acute Hospitals,11/9/2020,Intensive Care,Available,102
All SF Acute Hospitals,11/9/2020,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,11/9/2020,Intensive Care,Other Patients,175
All SF Acute Hospitals,11/9/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/9/2020,Acute Care,COVID-19 (Confirmed & Suspected),30
All SF Acute Hospitals,11/9/2020,Acute Care,Other Patients,1207
All SF Acute Hospitals,11/9/2020,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,11/10/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/10/2020,Acute Care,Available,329
All SF Acute Hospitals,11/10/2020,Acute Care Surge,Available,246
All SF Acute Hospitals,11/10/2020,Intensive Care,Available,87
All SF Acute Hospitals,11/10/2020,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,11/10/2020,Intensive Care,Other Patients,190
All SF Acute Hospitals,11/10/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/10/2020,Acute Care,COVID-19 (Confirmed & Suspected),36
All SF Acute Hospitals,11/10/2020,Acute Care,Other Patients,1251
All SF Acute Hospitals,11/10/2020,Acute Care Surge,Occupied Surge,1
All SF Acute Hospitals,11/11/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/11/2020,Acute Care,Available,372
All SF Acute Hospitals,11/11/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,11/11/2020,Intensive Care,Available,97
All SF Acute Hospitals,11/11/2020,Intensive Care,COVID-19 (Confirmed & Suspected),11
All SF Acute Hospitals,11/11/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/11/2020,Acute Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,11/11/2020,Acute Care,Other Patients,1209
All SF Acute Hospitals,11/11/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/11/2020,Intensive Care,Other Patients,178
All SF Acute Hospitals,11/12/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/12/2020,Acute Care,Available,364
All SF Acute Hospitals,11/12/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,11/12/2020,Intensive Care,Available,99
All SF Acute Hospitals,11/12/2020,Intensive Care,COVID-19 (Confirmed & Suspected),9
All SF Acute Hospitals,11/12/2020,Intensive Care,Other Patients,178
All SF Acute Hospitals,11/12/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/12/2020,Acute Care,COVID-19 (Confirmed & Suspected),33
All SF Acute Hospitals,11/12/2020,Acute Care,Other Patients,1219
All SF Acute Hospitals,11/12/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/13/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/13/2020,Acute Care,Available,397
All SF Acute Hospitals,11/13/2020,Acute Care Surge,Available,247
All SF Acute Hospitals,11/13/2020,Intensive Care,Available,97
All SF Acute Hospitals,11/13/2020,Intensive Care,COVID-19 (Confirmed & Suspected),11
All SF Acute Hospitals,11/13/2020,Intensive Care,Other Patients,178
All SF Acute Hospitals,11/13/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/13/2020,Acute Care,COVID-19 (Confirmed & Suspected),29
All SF Acute Hospitals,11/13/2020,Acute Care,Other Patients,1190
All SF Acute Hospitals,11/13/2020,Acute Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/14/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/14/2020,Acute Care,Available,461
All SF Acute Hospitals,11/14/2020,Acute Care Surge,Available,240
All SF Acute Hospitals,11/14/2020,Intensive Care,Available,99
All SF Acute Hospitals,11/14/2020,Intensive Care,COVID-19 (Confirmed & Suspected),10
All SF Acute Hospitals,11/14/2020,Intensive Care,Other Patients,177
All SF Acute Hospitals,11/14/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/14/2020,Acute Care,COVID-19 (Confirmed & Suspected),31
All SF Acute Hospitals,11/14/2020,Acute Care,Other Patients,1124
All SF Acute Hospitals,11/14/2020,Acute Care Surge,Occupied Surge,7
All SF Acute Hospitals,11/15/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/15/2020,Acute Care,Available,469
All SF Acute Hospitals,11/15/2020,Acute Care Surge,Available,226
All SF Acute Hospitals,11/15/2020,Intensive Care,Available,118
All SF Acute Hospitals,11/15/2020,Intensive Care,COVID-19 (Confirmed & Suspected),10
All SF Acute Hospitals,11/15/2020,Intensive Care,Other Patients,158
All SF Acute Hospitals,11/15/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/15/2020,Acute Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,11/15/2020,Acute Care,Other Patients,1112
All SF Acute Hospitals,11/15/2020,Acute Care Surge,Occupied Surge,21
All SF Acute Hospitals,11/16/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/16/2020,Acute Care,Available,390
All SF Acute Hospitals,11/16/2020,Acute Care Surge,Available,236
All SF Acute Hospitals,11/16/2020,Intensive Care,Available,95
All SF Acute Hospitals,11/16/2020,Intensive Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,11/16/2020,Intensive Care,Other Patients,177
All SF Acute Hospitals,11/16/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/16/2020,Acute Care,COVID-19 (Confirmed & Suspected),36
All SF Acute Hospitals,11/16/2020,Acute Care,Other Patients,1190
All SF Acute Hospitals,11/16/2020,Acute Care Surge,Occupied Surge,11
All SF Acute Hospitals,11/17/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/17/2020,Acute Care,Available,308
All SF Acute Hospitals,11/17/2020,Acute Care Surge,Available,230
All SF Acute Hospitals,11/17/2020,Intensive Care,Available,84
All SF Acute Hospitals,11/17/2020,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,11/17/2020,Intensive Care,Other Patients,190
All SF Acute Hospitals,11/17/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/17/2020,Acute Care,COVID-19 (Confirmed & Suspected),39
All SF Acute Hospitals,11/17/2020,Acute Care,Other Patients,1269
All SF Acute Hospitals,11/17/2020,Acute Care Surge,Occupied Surge,17
All SF Acute Hospitals,11/18/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/18/2020,Acute Care,Available,325
All SF Acute Hospitals,11/18/2020,Acute Care Surge,Available,240
All SF Acute Hospitals,11/18/2020,Intensive Care,Available,81
All SF Acute Hospitals,11/18/2020,Intensive Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,11/18/2020,Intensive Care,Other Patients,191
All SF Acute Hospitals,11/18/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/18/2020,Acute Care,COVID-19 (Confirmed & Suspected),33
All SF Acute Hospitals,11/18/2020,Acute Care,Other Patients,1258
All SF Acute Hospitals,11/18/2020,Acute Care Surge,Occupied Surge,7
All SF Acute Hospitals,11/19/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/19/2020,Acute Care,Available,324
All SF Acute Hospitals,11/19/2020,Acute Care Surge,Available,242
All SF Acute Hospitals,11/19/2020,Intensive Care,Available,75
All SF Acute Hospitals,11/19/2020,Intensive Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,11/19/2020,Intensive Care,Other Patients,198
All SF Acute Hospitals,11/19/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/19/2020,Acute Care,COVID-19 (Confirmed & Suspected),40
All SF Acute Hospitals,11/19/2020,Acute Care,Other Patients,1252
All SF Acute Hospitals,11/19/2020,Acute Care Surge,Occupied Surge,5
All SF Acute Hospitals,11/20/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/20/2020,Acute Care,Available,384
All SF Acute Hospitals,11/20/2020,Acute Care Surge,Available,236
All SF Acute Hospitals,11/20/2020,Intensive Care,Available,90
All SF Acute Hospitals,11/20/2020,Intensive Care,COVID-19 (Confirmed & Suspected),16
All SF Acute Hospitals,11/20/2020,Intensive Care,Other Patients,180
All SF Acute Hospitals,11/20/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/20/2020,Acute Care,COVID-19 (Confirmed & Suspected),42
All SF Acute Hospitals,11/20/2020,Acute Care,Other Patients,1190
All SF Acute Hospitals,11/20/2020,Acute Care Surge,Occupied Surge,11
All SF Acute Hospitals,11/21/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/21/2020,Acute Care,Available,460
All SF Acute Hospitals,11/21/2020,Acute Care Surge,Available,235
All SF Acute Hospitals,11/21/2020,Intensive Care,Available,95
All SF Acute Hospitals,11/21/2020,Intensive Care,COVID-19 (Confirmed & Suspected),17
All SF Acute Hospitals,11/21/2020,Intensive Care,Other Patients,174
All SF Acute Hospitals,11/21/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/21/2020,Acute Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,11/21/2020,Acute Care,Other Patients,1121
All SF Acute Hospitals,11/21/2020,Acute Care Surge,Occupied Surge,12
All SF Acute Hospitals,11/22/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/22/2020,Acute Care,Available,489
All SF Acute Hospitals,11/22/2020,Acute Care Surge,Available,234
All SF Acute Hospitals,11/22/2020,Intensive Care,Available,98
All SF Acute Hospitals,11/22/2020,Intensive Care,COVID-19 (Confirmed & Suspected),15
All SF Acute Hospitals,11/22/2020,Intensive Care,Other Patients,173
All SF Acute Hospitals,11/22/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/22/2020,Acute Care,COVID-19 (Confirmed & Suspected),42
All SF Acute Hospitals,11/22/2020,Acute Care,Other Patients,1085
All SF Acute Hospitals,11/22/2020,Acute Care Surge,Occupied Surge,13
All SF Acute Hospitals,11/23/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/23/2020,Acute Care,Available,417
All SF Acute Hospitals,11/23/2020,Acute Care Surge,Available,237
All SF Acute Hospitals,11/23/2020,Intensive Care,Available,76
All SF Acute Hospitals,11/23/2020,Intensive Care,COVID-19 (Confirmed & Suspected),19
All SF Acute Hospitals,11/23/2020,Intensive Care,Other Patients,191
All SF Acute Hospitals,11/23/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/23/2020,Acute Care,COVID-19 (Confirmed & Suspected),48
All SF Acute Hospitals,11/23/2020,Acute Care,Other Patients,1151
All SF Acute Hospitals,11/23/2020,Acute Care Surge,Occupied Surge,10
All SF Acute Hospitals,11/24/2020,Intensive Care Surge,Available,297
All SF Acute Hospitals,11/24/2020,Acute Care,Available,422
All SF Acute Hospitals,11/24/2020,Acute Care Surge,Available,227
All SF Acute Hospitals,11/24/2020,Intensive Care,Available,75
All SF Acute Hospitals,11/24/2020,Intensive Care,COVID-19 (Confirmed & Suspected),22
All SF Acute Hospitals,11/24/2020,Intensive Care,Other Patients,189
All SF Acute Hospitals,11/24/2020,Intensive Care Surge,Occupied Surge,1
All SF Acute Hospitals,11/24/2020,Acute Care,COVID-19 (Confirmed & Suspected),50
All SF Acute Hospitals,11/24/2020,Acute Care,Other Patients,1144
All SF Acute Hospitals,11/24/2020,Acute Care Surge,Occupied Surge,20
All SF Acute Hospitals,11/25/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/25/2020,Acute Care,Available,499
All SF Acute Hospitals,11/25/2020,Acute Care Surge,Available,243
All SF Acute Hospitals,11/25/2020,Intensive Care,Available,86
All SF Acute Hospitals,11/25/2020,Intensive Care,COVID-19 (Confirmed & Suspected),20
All SF Acute Hospitals,11/25/2020,Intensive Care,Other Patients,180
All SF Acute Hospitals,11/25/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/25/2020,Acute Care,COVID-19 (Confirmed & Suspected),55
All SF Acute Hospitals,11/25/2020,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,11/25/2020,Acute Care,Other Patients,1062
All SF Acute Hospitals,11/26/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/26/2020,Acute Care,Available,570
All SF Acute Hospitals,11/26/2020,Acute Care Surge,Available,228
All SF Acute Hospitals,11/26/2020,Intensive Care,Available,91
All SF Acute Hospitals,11/26/2020,Intensive Care,COVID-19 (Confirmed & Suspected),26
All SF Acute Hospitals,11/26/2020,Intensive Care,Other Patients,169
All SF Acute Hospitals,11/26/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/26/2020,Acute Care,COVID-19 (Confirmed & Suspected),51
All SF Acute Hospitals,11/26/2020,Acute Care,Other Patients,995
All SF Acute Hospitals,11/26/2020,Acute Care Surge,Occupied Surge,19
All SF Acute Hospitals,11/27/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/27/2020,Acute Care,Available,587
All SF Acute Hospitals,11/27/2020,Acute Care Surge,Available,226
All SF Acute Hospitals,11/27/2020,Intensive Care,Other Patients,157
All SF Acute Hospitals,11/27/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/27/2020,Acute Care,COVID-19 (Confirmed & Suspected),55
All SF Acute Hospitals,11/27/2020,Acute Care,Other Patients,974
All SF Acute Hospitals,11/27/2020,Acute Care Surge,Occupied Surge,21
All SF Acute Hospitals,11/27/2020,Intensive Care,Available,104
All SF Acute Hospitals,11/27/2020,Intensive Care,COVID-19 (Confirmed & Suspected),25
All SF Acute Hospitals,11/28/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/28/2020,Acute Care,Available,623
All SF Acute Hospitals,11/28/2020,Acute Care Surge,Available,219
All SF Acute Hospitals,11/28/2020,Intensive Care,Available,107
All SF Acute Hospitals,11/28/2020,Intensive Care,COVID-19 (Confirmed & Suspected),24
All SF Acute Hospitals,11/28/2020,Intensive Care,Other Patients,155
All SF Acute Hospitals,11/28/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/28/2020,Acute Care,COVID-19 (Confirmed & Suspected),61
All SF Acute Hospitals,11/28/2020,Acute Care,Other Patients,932
All SF Acute Hospitals,11/28/2020,Acute Care Surge,Occupied Surge,28
All SF Acute Hospitals,11/29/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/29/2020,Acute Care,Available,607
All SF Acute Hospitals,11/29/2020,Acute Care Surge,Available,210
All SF Acute Hospitals,11/29/2020,Intensive Care,Available,113
All SF Acute Hospitals,11/29/2020,Intensive Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,11/29/2020,Intensive Care,Other Patients,146
All SF Acute Hospitals,11/29/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/29/2020,Acute Care,COVID-19 (Confirmed & Suspected),64
All SF Acute Hospitals,11/29/2020,Acute Care,Other Patients,945
All SF Acute Hospitals,11/29/2020,Acute Care Surge,Occupied Surge,37
All SF Acute Hospitals,11/30/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,11/30/2020,Acute Care,Available,481
All SF Acute Hospitals,11/30/2020,Acute Care Surge,Available,219
All SF Acute Hospitals,11/30/2020,Intensive Care,Available,99
All SF Acute Hospitals,11/30/2020,Intensive Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,11/30/2020,Intensive Care,Other Patients,160
All SF Acute Hospitals,11/30/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,11/30/2020,Acute Care,COVID-19 (Confirmed & Suspected),66
All SF Acute Hospitals,11/30/2020,Acute Care,Other Patients,1069
All SF Acute Hospitals,11/30/2020,Acute Care Surge,Occupied Surge,28
All SF Acute Hospitals,12/1/2020,Intensive Care,Available,96
All SF Acute Hospitals,12/1/2020,Intensive Care,COVID-19 (Confirmed & Suspected),28
All SF Acute Hospitals,12/1/2020,Intensive Care,Other Patients,162
All SF Acute Hospitals,12/1/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/1/2020,Acute Care,COVID-19 (Confirmed & Suspected),73
All SF Acute Hospitals,12/1/2020,Acute Care,Other Patients,1153
All SF Acute Hospitals,12/1/2020,Acute Care Surge,Occupied Surge,24
All SF Acute Hospitals,12/1/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/1/2020,Acute Care,Available,390
All SF Acute Hospitals,12/1/2020,Acute Care Surge,Available,223
All SF Acute Hospitals,12/2/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/2/2020,Acute Care,Available,367
All SF Acute Hospitals,12/2/2020,Acute Care Surge,Available,221
All SF Acute Hospitals,12/2/2020,Intensive Care,Available,75
All SF Acute Hospitals,12/2/2020,Intensive Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,12/2/2020,Intensive Care,Other Patients,176
All SF Acute Hospitals,12/2/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/2/2020,Acute Care,COVID-19 (Confirmed & Suspected),67
All SF Acute Hospitals,12/2/2020,Acute Care,Other Patients,1182
All SF Acute Hospitals,12/2/2020,Acute Care Surge,Occupied Surge,26
All SF Acute Hospitals,12/3/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/3/2020,Acute Care,Available,325
All SF Acute Hospitals,12/3/2020,Acute Care Surge,Available,230
All SF Acute Hospitals,12/3/2020,Intensive Care,Available,85
All SF Acute Hospitals,12/3/2020,Intensive Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,12/3/2020,Intensive Care,Other Patients,166
All SF Acute Hospitals,12/3/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/3/2020,Acute Care,COVID-19 (Confirmed & Suspected),70
All SF Acute Hospitals,12/3/2020,Acute Care,Other Patients,1221
All SF Acute Hospitals,12/3/2020,Acute Care Surge,Occupied Surge,17
All SF Acute Hospitals,12/4/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/4/2020,Acute Care,Available,384
All SF Acute Hospitals,12/4/2020,Acute Care Surge,Available,238
All SF Acute Hospitals,12/4/2020,Intensive Care,Available,82
All SF Acute Hospitals,12/4/2020,Intensive Care,COVID-19 (Confirmed & Suspected),36
All SF Acute Hospitals,12/4/2020,Intensive Care,Other Patients,168
All SF Acute Hospitals,12/4/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/4/2020,Acute Care,COVID-19 (Confirmed & Suspected),87
All SF Acute Hospitals,12/4/2020,Acute Care,Other Patients,1145
All SF Acute Hospitals,12/4/2020,Acute Care Surge,Occupied Surge,9
All SF Acute Hospitals,12/5/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/5/2020,Acute Care Surge,Available,233
All SF Acute Hospitals,12/5/2020,Intensive Care,Available,105
All SF Acute Hospitals,12/5/2020,Intensive Care,COVID-19 (Confirmed & Suspected),37
All SF Acute Hospitals,12/5/2020,Intensive Care,Other Patients,144
All SF Acute Hospitals,12/5/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/5/2020,Acute Care,COVID-19 (Confirmed & Suspected),85
All SF Acute Hospitals,12/5/2020,Acute Care,Other Patients,1123
All SF Acute Hospitals,12/5/2020,Acute Care Surge,Occupied Surge,14
All SF Acute Hospitals,12/5/2020,Acute Care,Available,408
All SF Acute Hospitals,12/6/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/6/2020,Acute Care,Available,426
All SF Acute Hospitals,12/6/2020,Acute Care Surge,Available,227
All SF Acute Hospitals,12/6/2020,Intensive Care,Available,107
All SF Acute Hospitals,12/6/2020,Intensive Care,COVID-19 (Confirmed & Suspected),33
All SF Acute Hospitals,12/6/2020,Intensive Care,Other Patients,146
All SF Acute Hospitals,12/6/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/6/2020,Acute Care,COVID-19 (Confirmed & Suspected),93
All SF Acute Hospitals,12/6/2020,Acute Care,Other Patients,1097
All SF Acute Hospitals,12/6/2020,Acute Care Surge,Occupied Surge,20
All SF Acute Hospitals,12/7/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/7/2020,Acute Care,Available,377
All SF Acute Hospitals,12/7/2020,Acute Care Surge,Available,241
All SF Acute Hospitals,12/7/2020,Intensive Care,Available,89
All SF Acute Hospitals,12/7/2020,Intensive Care,COVID-19 (Confirmed & Suspected),32
All SF Acute Hospitals,12/7/2020,Intensive Care,Other Patients,165
All SF Acute Hospitals,12/7/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/7/2020,Acute Care,COVID-19 (Confirmed & Suspected),97
All SF Acute Hospitals,12/7/2020,Acute Care,Other Patients,1142
All SF Acute Hospitals,12/7/2020,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,12/8/2020,Intensive Care Surge,Available,295
All SF Acute Hospitals,12/8/2020,Acute Care,Available,313
All SF Acute Hospitals,12/8/2020,Acute Care Surge,Available,233
All SF Acute Hospitals,12/8/2020,Intensive Care,Available,81
All SF Acute Hospitals,12/8/2020,Intensive Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,12/8/2020,Intensive Care,Other Patients,170
All SF Acute Hospitals,12/8/2020,Intensive Care Surge,Occupied Surge,3
All SF Acute Hospitals,12/8/2020,Acute Care,COVID-19 (Confirmed & Suspected),101
All SF Acute Hospitals,12/8/2020,Acute Care,Other Patients,1202
All SF Acute Hospitals,12/8/2020,Acute Care Surge,Occupied Surge,14
All SF Acute Hospitals,12/9/2020,Intensive Care Surge,Available,296
All SF Acute Hospitals,12/9/2020,Acute Care,Available,363
All SF Acute Hospitals,12/9/2020,Acute Care Surge,Available,236
All SF Acute Hospitals,12/9/2020,Intensive Care,Available,66
All SF Acute Hospitals,12/9/2020,Intensive Care,COVID-19 (Confirmed & Suspected),36
All SF Acute Hospitals,12/9/2020,Intensive Care Surge,Occupied Surge,2
All SF Acute Hospitals,12/9/2020,Acute Care,COVID-19 (Confirmed & Suspected),96
All SF Acute Hospitals,12/9/2020,Acute Care,Other Patients,1157
All SF Acute Hospitals,12/9/2020,Acute Care Surge,Occupied Surge,11
All SF Acute Hospitals,12/9/2020,Intensive Care,Other Patients,184
All SF Acute Hospitals,12/10/2020,Intensive Care Surge,Available,297
All SF Acute Hospitals,12/10/2020,Acute Care,Available,321
All SF Acute Hospitals,12/10/2020,Acute Care Surge,Available,233
All SF Acute Hospitals,12/10/2020,Intensive Care,Available,73
All SF Acute Hospitals,12/10/2020,Intensive Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,12/10/2020,Intensive Care,Other Patients,178
All SF Acute Hospitals,12/10/2020,Intensive Care Surge,Occupied Surge,1
All SF Acute Hospitals,12/10/2020,Acute Care,COVID-19 (Confirmed & Suspected),110
All SF Acute Hospitals,12/10/2020,Acute Care,Other Patients,1185
All SF Acute Hospitals,12/10/2020,Acute Care Surge,Occupied Surge,14
All SF Acute Hospitals,12/11/2020,Intensive Care Surge,Available,296
All SF Acute Hospitals,12/11/2020,Acute Care,Available,344
All SF Acute Hospitals,12/11/2020,Acute Care Surge,Available,244
All SF Acute Hospitals,12/11/2020,Intensive Care,Available,68
All SF Acute Hospitals,12/11/2020,Intensive Care,COVID-19 (Confirmed & Suspected),38
All SF Acute Hospitals,12/11/2020,Intensive Care,Other Patients,180
All SF Acute Hospitals,12/11/2020,Intensive Care Surge,Occupied Surge,2
All SF Acute Hospitals,12/11/2020,Acute Care,COVID-19 (Confirmed & Suspected),107
All SF Acute Hospitals,12/11/2020,Acute Care,Other Patients,1165
All SF Acute Hospitals,12/11/2020,Acute Care Surge,Occupied Surge,3
All SF Acute Hospitals,12/12/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/12/2020,Acute Care,Available,388
All SF Acute Hospitals,12/12/2020,Acute Care Surge,Available,241
All SF Acute Hospitals,12/12/2020,Intensive Care,Available,87
All SF Acute Hospitals,12/12/2020,Intensive Care,COVID-19 (Confirmed & Suspected),39
All SF Acute Hospitals,12/12/2020,Intensive Care,Other Patients,160
All SF Acute Hospitals,12/12/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/12/2020,Acute Care,COVID-19 (Confirmed & Suspected),117
All SF Acute Hospitals,12/12/2020,Acute Care,Other Patients,1111
All SF Acute Hospitals,12/12/2020,Acute Care Surge,Occupied Surge,6
All SF Acute Hospitals,12/13/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/13/2020,Acute Care,Available,395
All SF Acute Hospitals,12/13/2020,Acute Care Surge,Available,229
All SF Acute Hospitals,12/13/2020,Intensive Care,Available,103
All SF Acute Hospitals,12/13/2020,Intensive Care,COVID-19 (Confirmed & Suspected),42
All SF Acute Hospitals,12/13/2020,Intensive Care,Other Patients,141
All SF Acute Hospitals,12/13/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/13/2020,Acute Care,COVID-19 (Confirmed & Suspected),126
All SF Acute Hospitals,12/13/2020,Acute Care,Other Patients,1095
All SF Acute Hospitals,12/13/2020,Acute Care Surge,Occupied Surge,18
All SF Acute Hospitals,12/14/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/14/2020,Acute Care,Available,349
All SF Acute Hospitals,12/14/2020,Acute Care Surge,Available,240
All SF Acute Hospitals,12/14/2020,Intensive Care,Available,88
All SF Acute Hospitals,12/14/2020,Intensive Care,COVID-19 (Confirmed & Suspected),43
All SF Acute Hospitals,12/14/2020,Intensive Care,Other Patients,155
All SF Acute Hospitals,12/14/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/14/2020,Acute Care,COVID-19 (Confirmed & Suspected),114
All SF Acute Hospitals,12/14/2020,Acute Care,Other Patients,1153
All SF Acute Hospitals,12/14/2020,Acute Care Surge,Occupied Surge,7
All SF Acute Hospitals,12/15/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/15/2020,Acute Care,Available,316
All SF Acute Hospitals,12/15/2020,Acute Care Surge,Available,243
All SF Acute Hospitals,12/15/2020,Intensive Care,Available,79
All SF Acute Hospitals,12/15/2020,Intensive Care,COVID-19 (Confirmed & Suspected),42
All SF Acute Hospitals,12/15/2020,Intensive Care,Other Patients,165
All SF Acute Hospitals,12/15/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/15/2020,Acute Care,COVID-19 (Confirmed & Suspected),115
All SF Acute Hospitals,12/15/2020,Acute Care,Other Patients,1185
All SF Acute Hospitals,12/15/2020,Acute Care Surge,Occupied Surge,4
All SF Acute Hospitals,12/16/2020,Intensive Care Surge,Available,298
All SF Acute Hospitals,12/16/2020,Acute Care,Available,311
All SF Acute Hospitals,12/16/2020,Acute Care Surge,Available,234
All SF Acute Hospitals,12/16/2020,Intensive Care,Available,73
All SF Acute Hospitals,12/16/2020,Intensive Care,COVID-19 (Confirmed & Suspected),43
All SF Acute Hospitals,12/16/2020,Intensive Care,Other Patients,170
All SF Acute Hospitals,12/16/2020,Intensive Care Surge,Occupied Surge,0
All SF Acute Hospitals,12/16/2020,Acute Care,COVID-19 (Confirmed & Suspected),130
All SF Acute Hospitals,12/16/2020,Acute Care,Other Patients,1175
